,obs,obs_text,reward,reward_text,score,skeleton
49,"[ 0.8115115   0.11688208 -0.19187038 -0.03968852 -0.23645718 -1.0011904
  0.8785645   0.50230765  1.          0.540706    0.5501617   0.25397515
 -1.000089    0.          0.42315337  0.4279589   0.44293648  0.469937
  0.5127047   0.5783242   0.68073773  0.8504381   1.          1.        ]","Observation from last step: 
Hull angle: 0.81
Angular velocity: 0.12
X velocity: -0.19
Y velocity: -0.04
Back revolute joint angle: -0.24
Back revolute joint speed: -1.00
Back lower leg angle: 0.88
Back lower leg speed: 0.50
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.54
Front revolute joint speed: 0.55
Front lower leg angle: 0.25
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.42
Lidar 2 (0.15 rad): 0.43
Lidar 3 (0.30 rad): 0.44
Lidar 4 (0.45 rad): 0.47
Lidar 5 (0.60 rad): 0.51
Lidar 6 (0.75 rad): 0.58
Lidar 7 (0.90 rad): 0.68
Lidar 8 (1.05 rad): 0.85
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.48535490153630456,The reward from the last step was: -0.49,-9.122658138025054,"
_
Observation from last step: 
Hull angle: 0.81
Angular velocity: 0.12
X velocity: -0.19
Y velocity: -0.04
Back revolute joint angle: -0.24
Back revolute joint speed: -1.00
Back lower leg angle: 0.88
Back lower leg speed: 0.50
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.54
Front revolute joint speed: 0.55
Front lower leg angle: 0.25
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.42
Lidar 2 (0.15 rad): 0.43
Lidar 3 (0.30 rad): 0.44
Lidar 4 (0.45 rad): 0.47
Lidar 5 (0.60 rad): 0.51
Lidar 6 (0.75 rad): 0.58
Lidar 7 (0.90 rad): 0.68
Lidar 8 (1.05 rad): 0.85
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.49
score: Score: -9.122658138025054

Action: 
"
50,"[ 0.8581178   0.0926781  -0.20874134 -0.03725589 -0.3173084  -1.0007677
  0.9682555   0.74022275  1.          0.6129702   0.9656698   0.1539129
 -1.0000805   0.          0.42152518  0.42631224  0.44123217  0.4681288
  0.5107319   0.576099    0.67811847  0.8471658   1.          1.        ]","Observation from last step: 
Hull angle: 0.86
Angular velocity: 0.09
X velocity: -0.21
Y velocity: -0.04
Back revolute joint angle: -0.32
Back revolute joint speed: -1.00
Back lower leg angle: 0.97
Back lower leg speed: 0.74
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.61
Front revolute joint speed: 0.97
Front lower leg angle: 0.15
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.42
Lidar 2 (0.15 rad): 0.43
Lidar 3 (0.30 rad): 0.44
Lidar 4 (0.45 rad): 0.47
Lidar 5 (0.60 rad): 0.51
Lidar 6 (0.75 rad): 0.58
Lidar 7 (0.90 rad): 0.68
Lidar 8 (1.05 rad): 0.85
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.4419734535217285,The reward from the last step was: -0.44,-9.564631591546782,"
_
Observation from last step: 
Hull angle: 0.86
Angular velocity: 0.09
X velocity: -0.21
Y velocity: -0.04
Back revolute joint angle: -0.32
Back revolute joint speed: -1.00
Back lower leg angle: 0.97
Back lower leg speed: 0.74
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.61
Front revolute joint speed: 0.97
Front lower leg angle: 0.15
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.42
Lidar 2 (0.15 rad): 0.43
Lidar 3 (0.30 rad): 0.44
Lidar 4 (0.45 rad): 0.47
Lidar 5 (0.60 rad): 0.51
Lidar 6 (0.75 rad): 0.58
Lidar 7 (0.90 rad): 0.68
Lidar 8 (1.05 rad): 0.85
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.44
score: Score: -9.564631591546782

Action: 
"
51,"[ 9.1240191e-01  1.0802597e-01 -2.0277737e-01 -5.3529106e-02
 -3.5263628e-01 -6.4848739e-01  9.3488383e-01 -1.5149514e-07
  1.0000000e+00  6.8785721e-01  1.0000004e+00  5.3259194e-02
 -9.9999982e-01  0.0000000e+00  4.1922358e-01  4.2398450e-01
  4.3882295e-01  4.6557271e-01  5.0794321e-01  5.7295334e-01
  6.7441577e-01  8.4254014e-01  1.0000000e+00  1.0000000e+00]","Observation from last step: 
Hull angle: 0.91
Angular velocity: 0.11
X velocity: -0.20
Y velocity: -0.05
Back revolute joint angle: -0.35
Back revolute joint speed: -0.65
Back lower leg angle: 0.93
Back lower leg speed: -0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.69
Front revolute joint speed: 1.00
Front lower leg angle: 0.05
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.42
Lidar 2 (0.15 rad): 0.42
Lidar 3 (0.30 rad): 0.44
Lidar 4 (0.45 rad): 0.47
Lidar 5 (0.60 rad): 0.51
Lidar 6 (0.75 rad): 0.57
Lidar 7 (0.90 rad): 0.67
Lidar 8 (1.05 rad): 0.84
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.4852495494842529,The reward from the last step was: -0.49,-10.049881141031035,"
_
Observation from last step: 
Hull angle: 0.91
Angular velocity: 0.11
X velocity: -0.20
Y velocity: -0.05
Back revolute joint angle: -0.35
Back revolute joint speed: -0.65
Back lower leg angle: 0.93
Back lower leg speed: -0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.69
Front revolute joint speed: 1.00
Front lower leg angle: 0.05
Front lower leg speed: -1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.42
Lidar 2 (0.15 rad): 0.42
Lidar 3 (0.30 rad): 0.44
Lidar 4 (0.45 rad): 0.47
Lidar 5 (0.60 rad): 0.51
Lidar 6 (0.75 rad): 0.57
Lidar 7 (0.90 rad): 0.67
Lidar 8 (1.05 rad): 0.84
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.49
score: Score: -10.049881141031035

Action: 
"
52,"[ 0.9758091   0.12651458 -0.21080488 -0.05763439 -0.4153008  -0.78313094
  0.93490577  0.          1.          0.6808656   0.00278783  0.18777126
  0.9999998   0.          0.41662326  0.42135465  0.43610108  0.46268493
  0.5047926   0.5693995   0.6702326   0.8373141   1.          1.        ]","Observation from last step: 
Hull angle: 0.98
Angular velocity: 0.13
X velocity: -0.21
Y velocity: -0.06
Back revolute joint angle: -0.42
Back revolute joint speed: -0.78
Back lower leg angle: 0.93
Back lower leg speed: 0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.68
Front revolute joint speed: 0.00
Front lower leg angle: 0.19
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.42
Lidar 2 (0.15 rad): 0.42
Lidar 3 (0.30 rad): 0.44
Lidar 4 (0.45 rad): 0.46
Lidar 5 (0.60 rad): 0.50
Lidar 6 (0.75 rad): 0.57
Lidar 7 (0.90 rad): 0.67
Lidar 8 (1.05 rad): 0.84
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.5070781583150251,The reward from the last step was: -0.51,-10.55695929934606,"
_
Observation from last step: 
Hull angle: 0.98
Angular velocity: 0.13
X velocity: -0.21
Y velocity: -0.06
Back revolute joint angle: -0.42
Back revolute joint speed: -0.78
Back lower leg angle: 0.93
Back lower leg speed: 0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.68
Front revolute joint speed: 0.00
Front lower leg angle: 0.19
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.42
Lidar 2 (0.15 rad): 0.42
Lidar 3 (0.30 rad): 0.44
Lidar 4 (0.45 rad): 0.46
Lidar 5 (0.60 rad): 0.50
Lidar 6 (0.75 rad): 0.57
Lidar 7 (0.90 rad): 0.67
Lidar 8 (1.05 rad): 0.84
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.51
score: Score: -10.55695929934606

Action: 
"
53,"[ 1.0519183   0.15201442 -0.20122145 -0.06724742 -0.49177355 -0.9563263
  0.9347988   0.          1.          0.6454509  -0.37724322  0.3179133
  1.          0.          0.41356134  0.41825795  0.43289602  0.45928448
  0.50108266  0.56521475  0.6653068   0.8311604   1.          1.        ]","Observation from last step: 
Hull angle: 1.05
Angular velocity: 0.15
X velocity: -0.20
Y velocity: -0.07
Back revolute joint angle: -0.49
Back revolute joint speed: -0.96
Back lower leg angle: 0.93
Back lower leg speed: 0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.65
Front revolute joint speed: -0.38
Front lower leg angle: 0.32
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.41
Lidar 2 (0.15 rad): 0.42
Lidar 3 (0.30 rad): 0.43
Lidar 4 (0.45 rad): 0.46
Lidar 5 (0.60 rad): 0.50
Lidar 6 (0.75 rad): 0.57
Lidar 7 (0.90 rad): 0.67
Lidar 8 (1.05 rad): 0.83
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.5761812096913644,The reward from the last step was: -0.58,-11.133140509037425,"
_
Observation from last step: 
Hull angle: 1.05
Angular velocity: 0.15
X velocity: -0.20
Y velocity: -0.07
Back revolute joint angle: -0.49
Back revolute joint speed: -0.96
Back lower leg angle: 0.93
Back lower leg speed: 0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.65
Front revolute joint speed: -0.38
Front lower leg angle: 0.32
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.41
Lidar 2 (0.15 rad): 0.42
Lidar 3 (0.30 rad): 0.43
Lidar 4 (0.45 rad): 0.46
Lidar 5 (0.60 rad): 0.50
Lidar 6 (0.75 rad): 0.57
Lidar 7 (0.90 rad): 0.67
Lidar 8 (1.05 rad): 0.83
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.58
score: Score: -11.133140509037425

Action: 
"
54,"[ 1.1329123e+00  1.6182438e-01 -1.9740300e-01 -7.9647429e-02
 -5.7164806e-01 -1.0013359e+00  9.3444669e-01 -2.7170530e-04
  1.0000000e+00  5.8800632e-01 -6.6432029e-01  4.4656992e-01
  9.9999923e-01  0.0000000e+00  4.0989691e-01  4.1455191e-01
  4.2906025e-01  4.5521489e-01  4.9664274e-01  5.6020659e-01
  6.5941173e-01  8.2379580e-01  1.0000000e+00  1.0000000e+00]","Observation from last step: 
Hull angle: 1.13
Angular velocity: 0.16
X velocity: -0.20
Y velocity: -0.08
Back revolute joint angle: -0.57
Back revolute joint speed: -1.00
Back lower leg angle: 0.93
Back lower leg speed: -0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.59
Front revolute joint speed: -0.66
Front lower leg angle: 0.45
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.41
Lidar 2 (0.15 rad): 0.41
Lidar 3 (0.30 rad): 0.43
Lidar 4 (0.45 rad): 0.46
Lidar 5 (0.60 rad): 0.50
Lidar 6 (0.75 rad): 0.56
Lidar 7 (0.90 rad): 0.66
Lidar 8 (1.05 rad): 0.82
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.6039944700241089,The reward from the last step was: -0.60,-11.737134979061533,"
_
Observation from last step: 
Hull angle: 1.13
Angular velocity: 0.16
X velocity: -0.20
Y velocity: -0.08
Back revolute joint angle: -0.57
Back revolute joint speed: -1.00
Back lower leg angle: 0.93
Back lower leg speed: -0.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.59
Front revolute joint speed: -0.66
Front lower leg angle: 0.45
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.41
Lidar 2 (0.15 rad): 0.41
Lidar 3 (0.30 rad): 0.43
Lidar 4 (0.45 rad): 0.46
Lidar 5 (0.60 rad): 0.50
Lidar 6 (0.75 rad): 0.56
Lidar 7 (0.90 rad): 0.66
Lidar 8 (1.05 rad): 0.82
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.60
score: Score: -11.737134979061533

Action: 
"
55,"[ 1.2009761   0.13600403 -0.2035192  -0.10438666 -0.58066976 -0.10381842
  0.8163624  -1.          1.          0.55971366 -0.30013013  0.57545865
  1.          0.          0.405033    0.40963274  0.42396894  0.44981325
  0.49074948  0.55355906  0.651587    0.81402045  1.          1.        ]","Observation from last step: 
Hull angle: 1.20
Angular velocity: 0.14
X velocity: -0.20
Y velocity: -0.10
Back revolute joint angle: -0.58
Back revolute joint speed: -0.10
Back lower leg angle: 0.82
Back lower leg speed: -1.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.56
Front revolute joint speed: -0.30
Front lower leg angle: 0.58
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.41
Lidar 2 (0.15 rad): 0.41
Lidar 3 (0.30 rad): 0.42
Lidar 4 (0.45 rad): 0.45
Lidar 5 (0.60 rad): 0.49
Lidar 6 (0.75 rad): 0.55
Lidar 7 (0.90 rad): 0.65
Lidar 8 (1.05 rad): 0.81
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.5421073647181205,The reward from the last step was: -0.54,-12.279242343779654,"
_
Observation from last step: 
Hull angle: 1.20
Angular velocity: 0.14
X velocity: -0.20
Y velocity: -0.10
Back revolute joint angle: -0.58
Back revolute joint speed: -0.10
Back lower leg angle: 0.82
Back lower leg speed: -1.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.56
Front revolute joint speed: -0.30
Front lower leg angle: 0.58
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.41
Lidar 2 (0.15 rad): 0.41
Lidar 3 (0.30 rad): 0.42
Lidar 4 (0.45 rad): 0.45
Lidar 5 (0.60 rad): 0.49
Lidar 6 (0.75 rad): 0.55
Lidar 7 (0.90 rad): 0.65
Lidar 8 (1.05 rad): 0.81
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.54
score: Score: -12.279242343779654

Action: 
"
56,"[ 1.2601596   0.11820949 -0.20020789 -0.12631963 -0.5721279   0.12442648
  0.70042473 -1.          1.          0.55157024 -0.05014104  0.7043532
  1.          0.          0.39912248  0.4036551   0.4177821   0.44324926
  0.48358813  0.54548115  0.64207864  0.8021417   1.          1.        ]","Observation from last step: 
Hull angle: 1.26
Angular velocity: 0.12
X velocity: -0.20
Y velocity: -0.13
Back revolute joint angle: -0.57
Back revolute joint speed: 0.12
Back lower leg angle: 0.70
Back lower leg speed: -1.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.55
Front revolute joint speed: -0.05
Front lower leg angle: 0.70
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.40
Lidar 2 (0.15 rad): 0.40
Lidar 3 (0.30 rad): 0.42
Lidar 4 (0.45 rad): 0.44
Lidar 5 (0.60 rad): 0.48
Lidar 6 (0.75 rad): 0.55
Lidar 7 (0.90 rad): 0.64
Lidar 8 (1.05 rad): 0.80
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.48814232807159424,The reward from the last step was: -0.49,-12.767384671851248,"
_
Observation from last step: 
Hull angle: 1.26
Angular velocity: 0.12
X velocity: -0.20
Y velocity: -0.13
Back revolute joint angle: -0.57
Back revolute joint speed: 0.12
Back lower leg angle: 0.70
Back lower leg speed: -1.00
Back leg ground contact flag: 1.00
Front revolute joint angle: 0.55
Front revolute joint speed: -0.05
Front lower leg angle: 0.70
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.40
Lidar 2 (0.15 rad): 0.40
Lidar 3 (0.30 rad): 0.42
Lidar 4 (0.45 rad): 0.44
Lidar 5 (0.60 rad): 0.48
Lidar 6 (0.75 rad): 0.55
Lidar 7 (0.90 rad): 0.64
Lidar 8 (1.05 rad): 0.80
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.49
score: Score: -12.767384671851248

Action: 
"
57,"[ 1.31052     0.10044885 -0.193104   -0.14853346 -0.54990876  0.30149168
  0.5855887  -1.          0.          0.5683922   0.25083286  0.8304589
  1.          0.          0.39217547  0.3966292   0.4105103   0.43553418
  0.47517094  0.53598666  0.6309028   0.7881799   1.          1.        ]","Observation from last step: 
Hull angle: 1.31
Angular velocity: 0.10
X velocity: -0.19
Y velocity: -0.15
Back revolute joint angle: -0.55
Back revolute joint speed: 0.30
Back lower leg angle: 0.59
Back lower leg speed: -1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.57
Front revolute joint speed: 0.25
Front lower leg angle: 0.83
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.39
Lidar 2 (0.15 rad): 0.40
Lidar 3 (0.30 rad): 0.41
Lidar 4 (0.45 rad): 0.44
Lidar 5 (0.60 rad): 0.48
Lidar 6 (0.75 rad): 0.54
Lidar 7 (0.90 rad): 0.63
Lidar 8 (1.05 rad): 0.79
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.4377073810577375,The reward from the last step was: -0.44,-13.205092052908986,"
_
Observation from last step: 
Hull angle: 1.31
Angular velocity: 0.10
X velocity: -0.19
Y velocity: -0.15
Back revolute joint angle: -0.55
Back revolute joint speed: 0.30
Back lower leg angle: 0.59
Back lower leg speed: -1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.57
Front revolute joint speed: 0.25
Front lower leg angle: 0.83
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.39
Lidar 2 (0.15 rad): 0.40
Lidar 3 (0.30 rad): 0.41
Lidar 4 (0.45 rad): 0.44
Lidar 5 (0.60 rad): 0.48
Lidar 6 (0.75 rad): 0.54
Lidar 7 (0.90 rad): 0.63
Lidar 8 (1.05 rad): 0.79
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.44
score: Score: -13.205092052908986

Action: 
"
58,"[ 1.3434002   0.06538493 -0.19237186 -0.17337541 -0.4846909   0.8537964
  0.47449517 -1.0000001   0.          0.6212272   0.68183476  0.95193624
  1.          0.          0.38406911  0.3884308   0.40202495  0.4265316
  0.46534902  0.5249077   0.6178619   0.771888    1.          1.        ]","Observation from last step: 
Hull angle: 1.34
Angular velocity: 0.07
X velocity: -0.19
Y velocity: -0.17
Back revolute joint angle: -0.48
Back revolute joint speed: 0.85
Back lower leg angle: 0.47
Back lower leg speed: -1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.62
Front revolute joint speed: 0.68
Front lower leg angle: 0.95
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.38
Lidar 2 (0.15 rad): 0.39
Lidar 3 (0.30 rad): 0.40
Lidar 4 (0.45 rad): 0.43
Lidar 5 (0.60 rad): 0.47
Lidar 6 (0.75 rad): 0.52
Lidar 7 (0.90 rad): 0.62
Lidar 8 (1.05 rad): 0.77
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00",-0.36123456363677975,The reward from the last step was: -0.36,-13.566326616545766,"
_
Observation from last step: 
Hull angle: 1.34
Angular velocity: 0.07
X velocity: -0.19
Y velocity: -0.17
Back revolute joint angle: -0.48
Back revolute joint speed: 0.85
Back lower leg angle: 0.47
Back lower leg speed: -1.00
Back leg ground contact flag: 0.00
Front revolute joint angle: 0.62
Front revolute joint speed: 0.68
Front lower leg angle: 0.95
Front lower leg speed: 1.00
Front leg ground contact flag: 0.00
Lidar 1 (0.00 rad): 0.38
Lidar 2 (0.15 rad): 0.39
Lidar 3 (0.30 rad): 0.40
Lidar 4 (0.45 rad): 0.43
Lidar 5 (0.60 rad): 0.47
Lidar 6 (0.75 rad): 0.52
Lidar 7 (0.90 rad): 0.62
Lidar 8 (1.05 rad): 0.77
Lidar 9 (1.20 rad): 1.00
Lidar 10 (1.35 rad): 1.00
The reward from the last step was: -0.36
score: Score: -13.566326616545766

Action: 
"
